,City Id,City Name,Country,Latitude,Longitude,Datetime,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed
48,2156643,Mount Gambier,AU,-37.83,140.77,1603691409,60.8,55,75,19.46
49,1262567,Mūlanūr,IN,10.77,77.72,1603691409,89.04,44,79,5.88
50,5044290,Saint Anthony,US,45.02,-93.22,1603691410,28.4,74,90,6.93
51,6096551,Pangnirtung,CA,66.15,-65.71,1603691410,12.09,88,47,4.5
52,4726521,San Patricio,US,28.02,-97.52,1603691410,77.0,88,40,16.11
53,964420,Port Elizabeth,ZA,-33.92,25.57,1603691410,62.6,93,90,14.99
54,3471451,Arraial do Cabo,BR,-22.97,-42.03,1603691411,71.51,85,61,5.77
55,3899695,Ancud,CL,-41.87,-73.82,1603691411,50.0,87,20,10.29
56,3430863,Mar del Plata,AR,-38.0,-57.56,1603691411,55.4,100,90,8.05
57,2738381,Lata,PT,40.16,-8.33,1603691411,46.99,91,23,1.86
58,1242110,Kalmunai,LK,7.42,81.82,1603691411,89.71,53,32,7.67
59,3466165,Cidreira,BR,-30.18,-50.21,1603691412,69.55,87,86,23.96
60,3361934,Saldanha,ZA,-33.01,17.94,1603691178,55.4,87,0,2.24
61,4020109,Atuona,PF,-9.8,-139.03,1603691412,79.12,72,0,21.54
62,778362,Øksfjord,NO,70.24,22.35,1603691412,35.6,74,75,19.46
63,4219934,Roswell,US,34.02,-84.36,1603691159,66.99,100,90,3.36
64,104515,Makkah al Mukarramah,SA,21.43,39.83,1603691413,85.06,51,0,5.77
65,3404817,Breves,BR,-1.68,-50.48,1603691374,74.97,92,6,3.8
66,1529376,Korla,CN,41.76,86.15,1603691207,54.84,35,22,8.61
67,3374210,São Filipe,CV,14.9,-24.5,1603691414,81.3,64,100,13.22
68,4845585,Westport,US,41.14,-73.36,1603691395,48.99,87,90,13.87
69,2126123,Chokurdakh,RU,70.63,147.92,1603691415,5.88,92,32,10.2
70,5282297,Bethel,US,41.37,-73.41,1603691415,45.0,92,100,4.0
71,543246,Kozhva,RU,65.11,57.05,1603691415,21.85,97,89,4.81
72,2450173,Taoudenni,ML,22.68,-3.98,1603691416,80.42,17,64,9.42
73,986717,Kruisfontein,ZA,-34.0,24.73,1603691416,63.0,94,100,7.0
74,3372760,Praia da Vitória,PT,38.73,-27.07,1603691416,64.99,93,20,10.29
75,2094342,Kavieng,PG,-2.57,150.8,1603691416,82.94,73,100,7.05
76,565289,Donskoye,RU,45.46,41.97,1603691416,51.8,93,91,8.95
77,4035715,Avarua,CK,-21.21,-159.78,1603691417,73.4,73,82,14.99
78,1267390,Kavaratti,IN,10.57,72.64,1603691417,86.0,74,20,3.36
79,4945455,Norfolk,US,42.17,-71.25,1603691417,48.0,70,100,10.29
80,4034551,Faanui,PF,-16.48,-151.75,1603691417,79.27,76,49,4.83
81,306112,Kozan,TR,37.46,35.82,1603691418,66.2,52,0,4.21
82,546105,Nikolskoye,RU,59.7,30.79,1603691418,45.0,93,90,8.95
83,3517970,Pochutla,MX,15.74,-96.47,1603691418,77.0,87,100,3.53
84,293842,Kiryat Gat,IL,31.61,34.76,1603691418,72.0,100,0,1.01
85,6058024,Lloydminster,CA,53.28,-110.0,1603691418,17.6,57,1,17.22
86,1139715,Jalalabad,AF,34.43,70.45,1603691419,74.68,17,0,1.66
87,3423146,Ilulissat,GL,69.22,-51.1,1603691419,14.0,66,100,6.93
88,915471,Kalabo,ZM,-14.97,22.68,1603691419,82.83,22,35,11.86
89,5855927,Hilo,US,19.73,-155.09,1603691419,78.8,78,90,5.28
90,4616470,Crossville,US,35.95,-85.03,1603691420,60.01,100,75,0.87
91,2439155,Tanout,NE,14.97,8.89,1603691420,73.62,20,53,10.13
92,3393692,Itarema,BR,-2.92,-39.92,1603691420,78.57,83,9,14.05
93,3414079,Olafsvik,IS,64.89,-23.71,1603691421,41.54,79,91,16.78
94,3388145,São Raimundo Nonato,BR,-9.02,-42.7,1603691421,76.51,78,91,0.63
95,1501255,Kurtamysh,RU,54.91,64.43,1603691421,45.48,96,100,11.59
96,2729907,Longyearbyen,SJ,78.22,15.64,1603691422,23.0,85,75,1.12
97,3421719,Narsaq,GL,60.92,-46.05,1603691422,42.8,38,100,21.92
98,3366880,Hermanus,ZA,-34.42,19.23,1603691422,63.0,85,95,7.0
99,2128975,Nemuro,JP,43.32,145.57,1603691422,55.4,58,40,8.05
100,4560349,Philadelphia,US,39.95,-75.16,1603691245,48.2,87,90,10.29
101,6089245,Norman Wells,CA,65.28,-126.83,1603691423,26.6,92,75,10.29
102,2013465,Verkhoyansk,RU,67.54,133.38,1603691423,6.76,87,6,1.16
103,5848280,Kapaa,US,22.08,-159.32,1603691423,80.6,74,40,3.36
104,2122389,Ossora,RU,59.24,163.07,1603691424,38.89,82,100,10.6
105,4769125,Leesburg,US,39.12,-77.56,1603691265,46.0,94,100,4.0
106,1489656,Teya,RU,60.38,92.63,1603691424,25.79,90,100,4.32
107,3391889,Pitimbu,BR,-7.47,-34.81,1603691424,77.0,88,20,4.7
108,3533462,Acapulco de Juárez,MX,16.86,-99.89,1603691424,80.11,85,68,4.61
109,2074865,Carnarvon,AU,-24.87,113.63,1603691425,77.0,65,0,25.28
110,6167817,Torbay,CA,47.67,-52.73,1603691425,37.99,64,40,24.16
111,563990,Dvinskoy,RU,62.15,45.12,1603691425,24.84,97,42,3.22
112,1726449,Basco,PH,20.45,121.97,1603691425,80.46,84,90,30.94
113,2396518,Port-Gentil,GA,-0.72,8.78,1603691426,78.8,83,90,10.29
114,934322,Mahébourg,MU,-20.41,57.7,1603691426,78.8,65,40,18.34
115,5962442,Goderich,CA,43.75,-81.72,1603691245,42.01,77,100,10.96
116,572070,Borovsk,RU,55.21,36.49,1603691426,45.0,93,69,1.01
117,3471196,Bagé,BR,-31.33,-54.11,1603691427,69.8,83,20,9.17
118,6255012,Flinders,AU,-34.58,150.86,1603691427,59.0,62,90,21.92
119,2017155,Saskylakh,RU,71.92,114.08,1603691427,8.02,93,100,8.03
120,1624041,Ternate,ID,0.8,127.4,1603691427,84.65,70,99,8.05
121,2035980,Longfeng,CN,46.55,125.12,1603691428,51.35,46,82,7.92
122,3443061,Chui,UY,-33.7,-53.46,1603691428,64.83,95,100,5.86
123,1528998,Yumen,CN,40.28,97.2,1603691429,49.14,39,62,16.26
124,4032243,Vaini,TO,-21.2,-175.2,1603691429,71.6,94,90,11.41
125,909887,Luangwa,ZM,-15.62,30.42,1603691429,85.08,44,0,10.09
126,8079926,Labuhan,ID,-6.88,112.21,1603691429,88.59,59,100,9.26
127,3865086,Bahía Blanca,AR,-38.72,-62.27,1603691430,52.65,45,0,6.42
128,1784055,Zhuanghe,CN,39.7,122.99,1603691430,63.36,57,99,6.46
129,2964403,Enniscorthy,IE,52.5,-6.56,1603691430,50.0,88,50,4.0
130,2094027,Kieta,PG,-6.22,155.63,1603691430,82.47,72,92,5.1
131,1628884,Sampit,ID,-2.53,112.95,1603691431,86.2,68,83,1.57
132,2013894,Ust'-Ordynskiy,RU,52.8,104.75,1603691431,32.0,82,0,6.71
133,2015306,Tiksi,RU,71.69,128.87,1603691431,6.35,91,100,25.52
134,1078553,Ampanihy,MG,-24.7,44.75,1603691431,83.21,40,49,3.91
135,1015776,Bredasdorp,ZA,-34.53,20.04,1603691431,62.6,82,100,14.99
136,1266503,Kiri Buru,IN,22.08,85.35,1603691432,84.22,36,2,6.93
137,3374083,Bathsheba,BB,13.22,-59.52,1603691432,80.6,78,20,14.99
138,4031574,Provideniya,RU,64.38,-173.3,1603691432,32.0,95,90,6.71
139,2136825,Isangel,VU,-19.55,169.27,1603691433,82.4,65,75,13.87
140,2027296,Aykhal,RU,66.0,111.5,1603691433,3.2,84,0,0.92
141,567774,Chudovo,RU,59.12,31.68,1603691433,42.44,94,83,8.05
142,2122090,Pevek,RU,69.7,170.31,1603691433,25.75,98,100,2.95
143,1244926,Hambantota,LK,6.12,81.12,1603691323,88.14,56,17,12.71
144,1786855,Yatou,CN,37.15,122.38,1603691434,67.3,47,27,4.9
145,3448596,São Lourenço do Sul,BR,-31.37,-51.98,1603691434,70.0,89,97,3.0
146,1254046,Tura,IN,25.52,90.22,1603691434,81.32,78,79,2.42
147,1855540,Naze,JP,28.37,129.48,1603691322,77.0,57,20,6.93
148,5394329,Selma,US,36.57,-119.61,1603691435,60.8,87,1,3.36
149,524100,Muyezerskiy,RU,63.93,31.65,1603691435,35.49,88,100,13.24
150,5880054,Barrow,US,71.29,-156.79,1603691435,19.4,85,40,6.93
151,691693,Terebovlya,UA,49.3,25.71,1603691436,49.69,91,77,11.61
152,212730,Kisangani,CD,0.52,25.2,1603691328,71.6,100,90,1.54
153,1796669,Sanmenxia,CN,34.77,111.18,1603691436,71.2,22,79,9.42
154,1045114,Inhambane,MZ,-23.86,35.38,1603691436,78.8,83,75,6.93
155,1489853,Tazovsky,RU,67.47,78.7,1603691436,4.41,94,0,8.68
156,552256,Karpogory,RU,64.0,44.45,1603691437,21.27,98,97,2.68
157,6539213,Pachino,IT,36.72,15.09,1603691437,53.01,93,1,3.36
158,5771960,Brigham City,US,41.51,-112.02,1603691390,24.8,27,1,4.7
159,3580733,Bodden Town,KY,19.28,-81.25,1603691437,82.0,90,100,8.99
160,1847947,Shingū,JP,33.73,135.98,1603691437,68.0,64,20,11.41
161,1515029,Ulaangom,MN,49.98,92.07,1603691438,33.64,75,12,3.85
162,1649150,Bengkulu,ID,-3.8,102.27,1603691438,82.58,69,100,6.73
163,5742974,North Bend,US,43.41,-124.22,1603691216,44.01,52,1,6.93
164,3372964,Lagoa,PT,39.05,-27.98,1603691256,66.11,83,100,14.5
165,527321,Mezen',RU,65.85,44.24,1603691438,16.66,96,45,3.38
166,107304,Buraidah,SA,26.33,43.98,1603691439,62.6,14,0,11.68
167,1082243,Ambilobe,MG,-13.2,49.05,1603691179,91.47,31,0,4.09
168,1253628,Ginda,IN,30.69,78.49,1603691439,75.2,41,0,3.36
169,2120612,Tigil',RU,57.8,158.67,1603691440,40.24,71,100,10.54
170,5847411,Kahului,US,20.89,-156.47,1603691440,82.4,65,1,9.17
171,5367788,Lompoc,US,34.64,-120.46,1603691431,59.0,82,90,4.7
172,1687186,Sarangani,PH,5.4,125.46,1603691440,83.79,74,100,11.79
173,3466704,Castro,BR,-24.79,-50.01,1603691441,59.59,96,43,8.59
174,4944903,Nantucket,US,41.28,-70.1,1603691441,51.01,69,90,11.41
175,1159362,Torbat-e Jām,IR,35.24,60.62,1603691441,71.15,20,0,2.28
176,4021858,Guerrero Negro,MX,27.98,-114.06,1603691441,68.76,67,81,14.43
177,1006984,East London,ZA,-33.02,27.91,1603691442,64.4,93,20,3.36
178,2236053,Abong Mbang,CM,3.98,13.18,1603691442,68.79,95,82,0.4
179,3372783,Ponta Delgada,PT,37.73,-25.67,1603691442,62.6,77,75,1.12
180,1252783,Yārāda,IN,17.65,83.27,1603691296,87.8,62,40,5.82
181,124862,Marand,IR,38.43,45.77,1603691443,57.2,35,75,1.52
182,2171099,Codrington,AU,-38.27,141.97,1603691443,56.88,69,1,23.91
183,2126710,Beringovskiy,RU,63.05,179.32,1603691443,30.6,93,5,2.82
184,1283217,Khanbari,NP,27.37,87.2,1603691444,79.93,49,0,6.22
185,3628423,San Felipe,VE,10.34,-68.74,1603691444,74.03,92,74,3.15
186,3437920,Itakyry,PY,-24.93,-55.22,1603691444,76.05,63,13,3.94
187,3839307,Rawson,AR,-43.3,-65.1,1603691444,54.99,40,7,13.4
188,1264527,Chennai,IN,13.09,80.28,1603691445,87.8,70,75,8.05
189,6171633,Ucluelet,CA,48.93,-125.55,1603691445,43.0,83,27,4.47
190,149812,Sokoni,TZ,-6.43,39.55,1603691445,80.6,83,40,10.89
191,3831208,Qaanaaq,GL,77.48,-69.36,1603691445,8.38,74,87,7.92
192,5882953,Aklavik,CA,68.22,-135.01,1603691446,17.6,85,90,3.36
193,287832,Ibrā’,OM,22.69,58.53,1603691446,85.08,13,0,4.09
194,1485284,Zelenogorskiy,RU,55.03,87.0,1603691446,35.6,93,90,11.18
195,1028918,Pemba,MZ,-12.97,40.52,1603691446,80.6,78,20,4.7
196,935215,Saint-Philippe,RE,-21.36,55.77,1603691446,80.6,61,0,6.93
197,3379316,Lethem,GY,3.38,-59.8,1603691447,77.61,77,50,11.36
198,3393471,Oriximiná,BR,-1.77,-55.87,1603691447,77.18,83,39,2.53
199,6185377,Yellowknife,CA,62.46,-114.35,1603691448,26.6,79,90,8.05
200,3416888,Grindavik,IS,63.84,-22.43,1603691448,37.4,86,0,8.05
201,3454005,Piaçabuçu,BR,-10.41,-36.43,1603691448,75.52,84,23,14.18
202,1797595,Qinhuangdao,CN,39.93,119.59,1603691448,70.7,30,54,11.74
203,3985710,Cabo San Lucas,MX,22.89,-109.91,1603691365,79.0,54,5,8.05
204,3418910,Upernavik,GL,72.79,-56.15,1603691449,14.36,78,36,5.77
205,780687,Berlevåg,NO,70.86,29.09,1603691449,32.0,91,90,16.11
206,6148373,Sioux Lookout,CA,50.1,-91.92,1603691449,19.4,85,75,4.7
207,6165406,Thompson,CA,55.74,-97.86,1603691450,23.0,79,90,4.7
208,3347019,Mossamedes,AO,-15.2,12.15,1603691450,67.62,81,45,5.3
209,3837702,San Fernando del Valle de Catamarca,AR,-28.47,-65.79,1603691450,64.99,72,8,7.0
210,2208248,Kaitangata,NZ,-46.28,169.85,1603691450,52.0,58,83,8.99
211,3430443,Necochea,AR,-38.55,-58.74,1603691450,44.01,91,55,10.6
212,377472,Bentiu,SS,9.23,29.83,1603691451,82.54,58,96,3.42
213,1853483,Oyama,JP,36.3,139.8,1603691451,75.0,40,40,4.7
214,2160735,Lakes Entrance,AU,-37.88,147.98,1603691451,60.01,73,92,8.99
215,2126199,Cherskiy,RU,68.75,161.3,1603691451,10.87,96,87,3.53
216,1633419,Padang,ID,-0.95,100.35,1603691452,84.74,59,100,4.52
217,2123814,Leningradskiy,RU,69.38,178.42,1603691452,24.71,96,99,4.74
218,1562798,Vinh,VN,18.67,105.67,1603691251,73.51,92,100,7.2
219,3355672,Lüderitz,NA,-26.65,15.16,1603691452,68.27,49,49,20.62
220,2129766,Kamiiso,JP,41.82,140.65,1603691453,55.4,62,75,12.75
221,245785,Abéché,TD,13.83,20.83,1603691453,77.2,23,31,14.92
222,2629833,Husavik,IS,66.04,-17.34,1603691453,39.2,86,90,4.7
223,2063042,Port Hedland,AU,-20.32,118.57,1603691454,87.8,55,0,17.22
224,6180550,Whitehorse,CA,60.72,-135.05,1603691454,26.6,92,90,16.11
225,1106643,Quatre Cocos,MU,-20.21,57.76,1603691454,79.0,65,40,18.34
226,2644210,Liverpool,GB,53.41,-2.98,1603691454,48.0,93,75,10.29
227,1267433,Kattivākkam,IN,13.22,80.32,1603691454,87.8,70,75,8.05
228,556268,Ostrovnoy,RU,68.05,39.51,1603691455,28.51,95,100,13.42
229,3421765,Nanortalik,GL,60.14,-45.24,1603691455,33.49,93,100,9.51
230,1525376,Bestöbe,KZ,52.5,73.1,1603691455,46.71,82,100,22.95
231,2112309,Katsuura,JP,35.13,140.3,1603691455,69.8,49,20,3.36
232,5563839,Fortuna,US,40.6,-124.16,1603691455,44.6,87,1,11.41
233,4470244,Havelock,US,34.88,-76.9,1603691456,66.99,93,90,9.17
234,1488167,Ust'-Koksa,RU,50.27,85.61,1603691456,37.42,69,100,4.03
235,3467545,Cândido de Abreu,BR,-24.57,-51.33,1603691456,64.58,93,11,3.29
236,4414200,West Plains,US,36.73,-91.85,1603691456,46.4,81,90,6.93
237,2126785,Belaya Gora,RU,68.53,146.42,1603691457,8.51,89,34,5.17
238,3495137,Pedernales,DO,18.04,-71.74,1603691457,80.67,67,100,5.01
239,3420846,Qaqortoq,GL,60.72,-46.03,1603691457,42.8,38,100,21.92
240,3372745,Rabo de Peixe,PT,37.8,-25.58,1603691457,62.6,77,75,1.12
241,921900,Dzaoudzi,YT,-12.79,45.27,1603691458,78.8,78,0,4.7
242,2289549,Duekoué,CI,6.75,-7.35,1603691458,70.2,98,70,2.37
243,2121385,Severo-Kuril'sk,RU,50.68,156.12,1603691458,44.19,86,98,2.3
244,687557,Zatoka,UA,46.07,30.47,1603691458,60.8,87,75,13.42
245,1606851,Sai Buri,TH,6.7,101.62,1603691458,78.8,83,75,8.05
246,290030,Doha,QA,25.29,51.53,1603691459,86.0,58,0,4.7
247,2756669,Dordrecht,NL,51.81,4.67,1603691459,48.99,90,79,5.01
248,3877348,Panguipulli,CL,-39.63,-72.33,1603691459,35.6,100,20,3.36
249,3386213,Touros,BR,-5.2,-35.46,1603691459,75.2,94,40,3.36
250,1812805,Dinghaicun,CN,26.28,119.79,1603691460,75.2,60,75,17.9
251,515246,Onega,RU,63.91,38.14,1603691460,26.35,97,69,4.81
252,3372707,Ribeira Grande,PT,38.52,-28.7,1603691460,67.37,88,92,14.16
253,1529484,Kumul,CN,42.8,93.45,1603691461,56.07,33,59,7.09
254,2194098,Ahipara,NZ,-35.17,173.17,1603691461,64.6,80,13,2.55
255,1722028,Cabadiangan,PH,9.75,122.47,1603691461,78.19,89,100,19.42
256,3448903,São João da Barra,BR,-21.64,-41.05,1603691461,70.48,90,78,10.25
257,1735106,George Town,MY,5.41,100.34,1603691447,80.6,83,40,6.93
258,3353383,Rundu,NA,-17.93,19.77,1603691462,80.24,22,14,8.08
259,286245,Sur,OM,22.57,59.53,1603691462,82.69,41,0,9.44
260,4564070,Culebra,PR,18.3,-65.3,1603691462,82.4,69,1,8.05
261,5972291,Havre-St-Pierre,CA,50.23,-63.6,1603691462,26.6,68,1,6.93
262,506763,Polyarny,RU,69.2,33.45,1603691463,28.4,86,75,8.95
263,921786,Mitsamiouli,KM,-11.38,43.28,1603691463,80.4,71,2,16.84
264,6164499,The Pas,CA,53.83,-101.25,1603691463,24.8,68,90,4.7
265,4034496,Fare,PF,-16.7,-151.02,1603691463,80.17,74,41,6.22
266,5924351,Clyde River,CA,70.47,-68.59,1603691464,12.2,78,75,17.22
267,5969025,Haines Junction,CA,60.75,-137.51,1603691464,27.43,94,100,3.31
268,3520994,Puerto Escondido,MX,15.85,-97.07,1603691464,80.02,80,96,4.5
269,2071860,Esperance,AU,-33.87,121.9,1603691343,84.2,25,0,17.22
270,4569073,Aiken,US,33.58,-81.6,1603691465,66.99,93,90,8.05
271,934479,Grand Gaube,MU,-20.01,57.66,1603691465,79.0,69,37,10.0
272,2214846,Misratah,LY,32.38,15.09,1603691465,70.79,63,59,3.44
273,525426,Sobolevo,RU,54.43,31.9,1603691466,41.63,94,23,6.93
274,1506260,Gornyak,RU,50.99,81.47,1603691466,43.2,62,100,25.64
275,4013679,Coahuayana Viejo,MX,18.73,-103.68,1603691466,79.23,90,52,1.34
276,1789289,Dayong,CN,25.02,118.29,1603691466,82.4,48,0,8.95
277,2270385,Camacha,PT,33.08,-16.33,1603691466,66.2,88,40,8.05
278,3372472,Vila Franca do Campo,PT,37.72,-25.43,1603691467,62.6,77,75,1.12
279,2084442,Vanimo,PG,-2.67,141.3,1603691467,76.15,89,100,4.83
280,1714733,Dingle,PH,11.0,122.67,1603691467,77.05,92,100,12.41
281,6067472,Marystown,CA,47.17,-55.15,1603691468,42.01,100,0,5.99
282,3137469,Sørland,NO,67.67,12.69,1603691468,46.4,81,75,9.17
283,2122614,Okha,RU,53.57,142.95,1603691468,41.16,87,100,20.4
284,1496511,Novy Urengoy,RU,66.08,76.63,1603691468,7.86,95,46,9.62
